codeexterne,type_organisme,abreviation,denomination_sociale,denomination_commerciale,numeroidentification,localisation_potentielle,intitule,duree,qualifiante,certifiante,public,condition_specifique,session_codeexterne,session_datedebut,session_datefin,session_continue,sheet,in_scope
0019-0001-0022,Cheque-formation,CEGIS,CEGIS,,442085121,Seraing,google slides,21 Heures,NON,NON,travailleur,"Formation exclusivement réservée : 

- Aux professionnels, formateurs qui dans le cadre de leurs activités professionnelles souhaitent développer leurs compétences dans la création et la gestion de présentations visuellement attractives et efficaces. Il s'adresse également aux aux gestionnaires de projet et aux communicateurs cherchant à utiliser Google Slides pour des présentations professionnelles, éducatives ou de vente. 
- Ce programme convient particulièrement aux utilisateurs désireux d'apprendre à concevoir des diapositives dynamiques avec des fonctionnalités avancées telles que l'animation,l'insertion de médias, les transitions fluides et l'utilisation optimale du mode présentateur pour captiver et informer leur audience.


Sont exclus : 

Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public.",,,,,Feuil1,in
0019-0001-0023,Cheque-formation,CEGIS,CEGIS,,442085121,Seraing,google workspace,4 Heures,NON,NON,travailleur,"Formation exclusivement réservée : 

- Aux professionnels qui dans le cadre de leurs activités professionnelles cherchent à optimiser leur collaboration et leur productivité grâce aux outils avancés de Google. Il s'adresse aux travailleurs souhaitant intégrer efficacement Gmail, Drive, Agenda, Docs, Sheets, Slides, ainsi que les outils complémentaires comme Forms, Keep, Tasks, Chat, Meet, Currents, Sites, Groupes et Cloud Search dans leur environnement de travail. 

Cette formation est particulièrement adaptée aux entreprises cherchant à adopter une approche collaborative moderne et à tirer parti des solutions cloud pour améliorer la communication, la gestion de projet et le partage de documents de manière sécurisée et efficace.

Sont exclus : 

Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public.",,,,,Feuil1,in
0019-0001-0024,Cheque-formation,CEGIS,CEGIS,,442085121,Seraing,liberez votre productivite avec onenote outlook planner et todo,7 Heures,NON,NON,travailleur,"Formation exclusivement réservée : _x000D_
_x000D_
- Aux professionnels et aux équipes travaillant avec Microsoft 365 (MS365) qui doivent améliorer leur efficacité dans la gestion des tâches, la prise de notes et la planification de projets. _x000D_
Cela inclut les cadres, les gestionnaires de projet, les assistants administratifs, et les travailleurs souhaitant optimiser l'organisation personnelle et collaborative au sein de leur environnement de travail numérique._x000D__x000D_
_x000D_
_x000D_
Sont exclus : _x000D_
_x000D_
Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public.",,,,,Feuil1,in
0019-0001-0025,Cheque-formation,CEGIS,CEGIS,,442085121,Seraing,powerquery powerpivot,7 Heures,NON,NON,travailleur,"Formation exclusivement réservée : 

- Aux professionnels de la finance et de la comptabilité cherchant à améliorer
l'analyse et la gestion des données.
- Analystes de données et les gestionnaires de bases de données utilisant Excel
pour des analyses complexes.

- Travailleurs qui dans le cadre de leurs activités professionnelles doivent approfondir leurs connaissances de base en tableaux croisés dynamiques et souhaitant approfondir leurs compétences.
- Responsables informatiques et développeurs travaillant avec des bases de
données relationnelles.
- Travailleurs impliqués dans la manipulation, le nettoyage et l'intégration de
grandes quantités de données pour la prise de décision.


Sont exclus : 

Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public.",,,,,Feuil1,in
0019-0001-0026,Cheque-formation,CEGIS,CEGIS,,442085121,Seraing,introduction a windows fad,30 Heures,NON,NON,travailleur,"Formation exclusivement réservée : 

- Aux métiers
- Aux secteurs ou personnes ayant besoin d'utiliser l'outil informatique dans le cadre de ses activités.

Sont exclus : 

Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public.",,,,,Feuil1,in
0019-0001-0027,Cheque-formation,CEGIS,CEGIS,,442085121,Seraing,rassembler vos post its,7 Heures,NON,NON,travailleur,"- Bénéficier d’un compte MS365 professionnel.





Formation exclusivement réservée : 

- Aux professionnels disposant d'un compte MS365 qui souhaitent optimiser leur gestion des tâches et améliorer leur productivité. 
Il est idéal pour les chefs de projet, les gestionnaires, les membres d'équipes collaboratives, et travailleurs devant remplacer les méthodes traditionnelles de gestion de tâches par des outils numériques intégrés.
Les utilisateurs (travailleurs) de MS365 qui doivent centraliser et organiser leurs tâches quotidiennes, de projet et de suivi trouveront cette formation particulièrement bénéfique.

Sont exclus : 

Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public.",,,,,Feuil1,in
0019-0001-0028,Cheque-formation,CEGIS,CEGIS,,442085121,Seraing,ms project fad,75 Heures,NON,NON,travailleur,"- Avoir les connaissances Windows ou avoir suivi la formation Windows - Initiation ou mise à niveau.

Formation exclusivement réservée : 

- Aux métiers
- Aux secteurs ou personnes ayant besoin d'utiliser l'outil informatique dans le cadre de ses activités.

Sont exclus : 

Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public.",,,,,Feuil1,in
0019-0001-0029,Cheque-formation,CEGIS,CEGIS,,442085121,Seraing,outlook m1 messagerie de base fad,15 Heures,NON,NON,travailleur,"- Avoir les connaissances Windows ou avoir suivi la formation Windows - Initiation ou mise à niveau.

Formation exclusivement réservée : 

- Aux métiers
- Aux secteurs ou personnes ayant besoin d'utiliser l'outil informatique dans le cadre de ses activités.

Sont exclus : 

Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public.",,,,,Feuil1,in
0019-0001-0030,Cheque-formation,CEGIS,CEGIS,,442085121,Seraing,outlook m2 messagerie avancee fad,15 Heures,NON,NON,travailleur,"- Avoir les connaissances Windows ou avoir suivi la formation Windows - Initiation ou mise à niveau
- Avoir suivi le module Outlook - M1 - Messagerie de base ou avoir les connaissances équivalentes

Formation exclusivement réservée : 

- Aux métiers
- Aux secteurs ou personnes ayant besoin d'utiliser l'outil informatique dans le cadre de ses activités.

Sont exclus : 

Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public.",,,,,Feuil1,in
0019-0001-0031,Cheque-formation,CEGIS,CEGIS,,442085121,Seraing,outlook m3 calendrier fad,15 Heures,NON,NON,travailleur,"- Avoir les connaissances Windows ou avoir suivi la formation Windows - Initiation ou mise à niveau
- Avoir suivi le module Outlook - M1 - Messagerie de base ou avoir les connaissances équivalentes.

Formation exclusivement réservée : 

- Aux métiers
- Aux secteurs ou personnes ayant besoin d'utiliser l'outil informatique dans le cadre de ses activités.

Sont exclus : 

Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public.",,,,,Feuil1,in
0019-0001-0032,Cheque-formation,CEGIS,CEGIS,,442085121,Seraing,frontpage fonctions de baseconnecter nettoyer transformer et utiliser des donnees,14 Heures,NON,NON,travailleur,"Formation exclusivement réservée : 

- Aux professionnels ayant des connaissances de base en Excel et désireux d'approfondir leur compréhension des bases de données relationnelles, du nettoyage et de la manipulation avancée des données.
Ce module s'adresse spécifiquement aux utilisateurs devant  maîtriser les tableaux
croisés dynamiques sur plusieurs tables, ainsi que la mise en place de modèles de données structurés et l'utilisation de connecteurs internes et externes pour optimiser l'analyse et la gestion des données dans Excel.

Sont exclus : 

Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public.",,,,,Feuil1,in
0019-0001-0033,Cheque-formation,CEGIS,CEGIS,,442085121,Seraing,word m4 presentation de texte en tableaux fad,15 Heures,NON,NON,travailleur,"- Avoir les connaissances Windows ou avoir suivi la formation Windows - Initiation ou mise à niveau
- Avoir suivi le module Word - M3  - Mise en forme avancée ou avoir les connaissances équivalentes ou avoir suivi le M2-mise à niveau.

Formation exclusivement réservée : 

- Aux travailleurs

Sont exclus : 

Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public.",,,,,Feuil1,in
0019-0001-0034,Cheque-formation,CEGIS,CEGIS,,442085121,Seraing,word m5 automatisation fad,15 Heures,NON,NON,travailleur,"- Avoir les connaissances Windows ou avoir suivi la formation Windows - Initiation ou mise à niveau
- Avoir suivi le module Word - M4 - Présentation de texte en tableau ou avoir les connaissances équivalentes.

Formation exclusivement réservée : 

- Aux métiers
- Aux secteurs ou personnes ayant besoin d'utiliser
l'outil informatique dans le cadre de ses activités

Sont exclus : 

Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public.",,,,,Feuil1,in
