codeexterne;type_organisme;abreviation;denomination_sociale;denomination_commerciale;numeroidentification;localisation_potentielle;intitule;duree;Courte;moyenne;longue;qualifiante;certifiante;public;condition_specifique
0057-0001-1637;Cheque-formation;;Centre IFAPME Liège - Huy - Verviers;;420404235;Liège;Gestion du logiciel SketchUp perfectionnement et impression 3D;7 Heures;OUI;NON;NON;NON;NON;Travailleur;"<ul>
<li>Avoir des connaissances de base de l’ordinateur et connaissances solides du logiciel SketchUp.</li>
</ul>
<p>
Formation exclusivement réservée :
<p>
<ul>
<li>Aux architectes, constructeurs, ébénistes, designers, décorateurs, coachs en décoration et tout professionnel qui souhaite être capable de modéliser rapidement et de représenter efficacement ses projets en 3D</li>
</ul>
<p>
Sont exclus :
<p>
Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public.


Sont exclus :

Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public."
0048-0001-0357;Cheque-formation;FOREM;Office wallon de la Formation professionnelle et de l'Emploi;;236363165;Charleroi;GIT, NPM, WEBPACK,.. Adopter un workflow web;7 Heures;OUI;NON;NON;NON;NON;Travailleur;"<ul>
<li>Avoir une bonne connaissance des langages HTML, CSS et JavaScript.</li>
<li>Avoir une bonne représentation des différents métiers du web.</li>
</ul>
<p>
Formation exclusivement réservée :
<p>
<ul>
<li>Aux Web designers, intégrateurs et développeurs front-end ou chefs de projets web désirant améliorer leur workflow</li>
</ul>
<p>
Sont exclus :
<p>
Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public.


Sont exclus :

Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public."
0048-0001-0343;Cheque-formation;FOREM;Office wallon de la Formation professionnelle et de l'Emploi;;236363165;Charleroi;Google ADS - FAD;7 Heures;OUI;NON;NON;NON;NON;Travailleur;"<ul>
<li>Utilisation courante d’internet.</li>
</ul>
<p>
Formation exclusivement réservée :
<p>
<ul>
<li>Aux responsables de projets Internet, Community managers, Web designers travaillant à la gestion et à la promotion de sites Internet</li>
</ul>
<p>
Sont exclus :
<p>
Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public.


Sont exclus :

Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public."
0048-0001-0363;Cheque-formation;FOREM;Office wallon de la Formation professionnelle et de l'Emploi;;236363165;Charleroi;Google Analytics - FAD;7 Heures;OUI;NON;NON;NON;NON;Travailleur;"<ul>
<li>Avoir des bases en HTML.</li>
</ul>
<p>
Formation exclusivement réservée :
<p>
<ul>
<li>Aux responsables de projets Internet, Community managers, Web designers travaillant à la gestion et à la promotion de sites Internet</li>
</ul>
<p>
Sont exclus :
<p>
Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public.


Sont exclus :

Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public."
0048-0001-0532;Cheque-formation;FOREM;Office wallon de la Formation professionnelle et de l'Emploi;;236363165;Charleroi;Google Analytics Avance - FAD;7 Heures;OUI;NON;NON;NON;NON;Travailleur;"<ul>
<li>Avoir des connaissances de base de Google Analytics.</li>
</ul>
<p>
Formation exclusivement réservée :
<p>
<ul>
<li>Aux responsables de projets internet, chargés de communication, webdesigners travaillant à la gestion et la promotion des sites web</li>
</ul>
<p>
Sont exclus :
<p>
Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public.


Sont exclus :

Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public."
0048-0001-0517;Cheque-formation;FOREM;Office wallon de la Formation professionnelle et de l'Emploi;;236363165;Charleroi;Grid Layout workshop;7 Heures;OUI;NON;NON;NON;NON;Travailleur;"<ul>
<li>Avoir une pratique courante HTML & CSS.</li>
<li>Avoir une connaissance de Flexbox est un plus</li>
</ul>
<p>
Formation exclusivement réservée :
<p>
<ul>
<li>Aux Web designers, intégrateurs et UI/UX designers désirant maîtriser les subtilités de la création de sites responsives mais aussi chefs de projet soucieux de connaître les nouvelles méthodes de positionnements de contenus et de prendre les bonnes décisions sur les choix technologiques</li>
</ul>
<p>
Sont exclus :
<p>
Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public.


Sont exclus :

Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public."
1084-0001-0052;Cheque-formation;;B2B LEARNING;;475396208;Saint-Gilles;IA pour le Management : assurer le futur de votre entreprise;7 Heures;OUI;NON;NON;NON;NON;Travailleur;"Formation exclusivement réservée : 

- Aux dirigeants désireux de comprendre en profondeur comment l'intelligence artificielle (IA) peut se transformer en un levier majeur pour renforcer la résilience de leur entreprise. Elle vise à équiper ces leaders avec les connaissances et compétences nécessaires pour exploiter pleinement le potentiel de l'IA, afin de rendre leur organisation non seulement plus efficace et compétitive, mais également plus innovante.

Elle s'adresse plus particulièrement aux :

- Aux managers, dirigeants d'entreprise, décideurs


Sont exclus : 

Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public."
1084-0001-0054;Cheque-formation;;B2B LEARNING;;475396208;Saint-Gilles;IA pour les Equipes : faite de l'IA votre allié professionnel;7 Heures;OUI;NON;NON;NON;NON;Travailleur;"Formation exclusivement réservée : 

- Toute personne qui travaille avec un ordinateur, une tablette ou un smartphone et qui souhaite comprendre comment l'intelligence artificielle (IA) peut se transformer en un assistant personnel performant.


Sont exclus : 

Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public."
0010-0001-0227;Cheque-formation;;HEC-Ecole de gestion de l'Université de Liège;;870785925;Liège;Impact de l'intelligence artificielle sur les métiers;7 Heures;OUI;NON;NON;NON;NON;Travailleur;"Formation exclusivement réservée : 

- Aux cadres, chefs de projet en transformation digitale, entrepreneurs et consultants.

Sont exclus : 

Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public."
0965-0001-0026;Cheque-formation;UWA;UNION WALLONNE DES ARCHITECTES asbl;;899131503;Gembloux;Initiation au Web-marketing d'un bureau;7 Heures;OUI;NON;NON;NON;NON;Travailleur;"Formation exclusivement réservée :
<p>
<ul>
<li>Aux architectes, maîtres d'œuvres</li>
</ul>
<p>
Sont exclus :
<p>
Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public.


Sont exclus :

Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public."
1115-0001-0018;Cheque-formation;;CréaPME;;823471008;Liège;Instagram - FAD;7 Heures;OUI;NON;NON;NON;NON;Travailleur;"- Avoir créé un compte

Formation exclusivement réservée : 

- A toute personne (chefs d’entreprises, cadres, employés, gestionnaire des réseaux sociaux)

Sont exclus :


Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public"
0010-0001-0225;Cheque-formation;;HEC-Ecole de gestion de l'Université de Liège;;870785925;Liège;Introduction à l’éthique de la technologie et de l’IA;7 Heures;OUI;NON;NON;NON;NON;Travailleur;"Formation exclusivement réservée : 

- Aux cadres, chefs de projet en transformation digitale, entrepreneurs et consultants.

Sont exclus : 

Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public."
